Accession,Release_Date,Species,Family,Length,Nuc_Completeness,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_code
JX169866,2012-07-28T00:00:00Z,Murine coronavirus,Coronaviridae,30729,complete,"Town,C.D., Halpin,R.A., Motley,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Siddell,S.G., Zhao,L., Ling,Z., Stuart,S., Wentworth,D.E., Weiss,S.R.",,USA,,,1947-08-14,"Murine coronavirus strain JHM-WU-Dns2, complete genome",Murine coronavirus
JX169867,2012-07-28T00:00:00Z,Murine coronavirus,Coronaviridae,31051,complete,"Town,C.D., Halpin,R.A., Motley,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Siddell,S.G., Zhao,L., Ling,Z., Stuart,S., Wentworth,D.E., Weiss,S.R.",,USA,,,1947-08-14,"Murine coronavirus strain JHM.WU, complete genome",Murine coronavirus
JX162087,2012-06-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29688,complete,"Spiro,D., Halpin,R., Town,C., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Shrivastava,S., Sundaram,J., Wang,S., Becker,M., Eckerle,L., Graham,R., Baric,R., Denison,M.",,USA: Tennessee,,,2009-01-01,"SARS coronavirus ExoN1 isolate c5P10, complete genome",Severe acute respiratory syndrome-related coronavirus
JN854286,2012-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29727,complete,"van den Worm,S.H., Eriksson,K.K., Zevenhoven,J.C., Weber,F., Zust,R., Kuri,T., Dijkman,R., Chang,G., Siddell,S.G., Snijder,E.J., Thiel,V., Davidson,A.D., Eriksson,K.",22412934,United Kingdom,,,2003-04-16,"SARS coronavirus HKU-39849 isolate recSARS-CoV HKU-39849, complete genome",Severe acute respiratory syndrome-related coronavirus
JF792616,2012-04-30T00:00:00Z,Murine coronavirus,Coronaviridae,31286,complete,"Thor,S.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H., Jackwood,M.W.",,,Rattus,,,"Rat coronavirus isolate 681, complete genome",Murine coronavirus
JF792617,2012-04-30T00:00:00Z,Murine coronavirus,Coronaviridae,31274,complete,"Thor,S.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H., Jackwood,M.W.",,,Rattus,,,"Rat coronavirus isolate 8190, complete genome",Murine coronavirus
JN874559,2012-03-26T00:00:00Z,Rabbit coronavirus HKU14,Coronaviridae,31100,complete,"Lau,S.K., Woo,P.C., Yip,C.C., Fan,R.Y., Huang,Y., Wang,M., Guo,R., Lam,C.S., Tsang,A.K., Lai,K.K., Chan,K.H., Che,X.Y., Zheng,B.J., Yuen,K.Y., Lau,S.K.P., Woo,P.C.Y., Yip,C.C.Y., Fan,R.Y.Y., Guo,R.T., Lam,C.S.F., Lai,K.K.Y.",22398294,China,Oryctolagus cuniculus,,2006,"Rabbit coronavirus HKU14 strain HKU14-1, complete genome",Rabbit coronavirus HKU14
JN874560,2012-03-26T00:00:00Z,Rabbit coronavirus HKU14,Coronaviridae,31116,complete,"Lau,S.K., Woo,P.C., Yip,C.C., Fan,R.Y., Huang,Y., Wang,M., Guo,R., Lam,C.S., Tsang,A.K., Lai,K.K., Chan,K.H., Che,X.Y., Zheng,B.J., Yuen,K.Y., Lau,S.K.P., Woo,P.C.Y., Yip,C.C.Y., Fan,R.Y.Y., Guo,R.T., Lam,C.S.F., Lai,K.K.Y.",22398294,China,Oryctolagus cuniculus,,2007,"Rabbit coronavirus HKU14 strain HKU14-3, complete genome",Rabbit coronavirus HKU14
JN874561,2012-03-26T00:00:00Z,Rabbit coronavirus HKU14,Coronaviridae,31096,complete,"Lau,S.K., Woo,P.C., Yip,C.C., Fan,R.Y., Huang,Y., Wang,M., Guo,R., Lam,C.S., Tsang,A.K., Lai,K.K., Chan,K.H., Che,X.Y., Zheng,B.J., Yuen,K.Y., Lau,S.K.P., Woo,P.C.Y., Yip,C.C.Y., Fan,R.Y.Y., Guo,R.T., Lam,C.S.F., Lai,K.K.Y.",22398294,China,Oryctolagus cuniculus,,2007,"Rabbit coronavirus HKU14 strain HKU14-8, complete genome",Rabbit coronavirus HKU14
JN874562,2012-03-26T00:00:00Z,Rabbit coronavirus HKU14,Coronaviridae,30904,complete,"Lau,S.K., Woo,P.C., Yip,C.C., Fan,R.Y., Huang,Y., Wang,M., Guo,R., Lam,C.S., Tsang,A.K., Lai,K.K., Chan,K.H., Che,X.Y., Zheng,B.J., Yuen,K.Y., Lau,S.K.P., Woo,P.C.Y., Yip,C.C.Y., Fan,R.Y.Y., Guo,R.T., Lam,C.S.F., Lai,K.K.Y.",22398294,China,Oryctolagus cuniculus,,2007,"Rabbit coronavirus HKU14 strain HKU14-10, complete genome",Rabbit coronavirus HKU14
JQ173883,2012-03-24T00:00:00Z,Murine coronavirus,Coronaviridae,31161,complete,"Thor,S.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H., Jackwood,M.W.",,,,,,"Murine hepatitis virus strain S/3239-17, complete genome",Murine coronavirus
JQ316196,2012-03-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29727,complete,"van den Worm,S.H., Eriksson,K.K., Zevenhoven,J.C., Weber,F., Zust,R., Kuri,T., Dijkman,R., Chang,G., Siddell,S.G., Snijder,E.J., Thiel,V., Davidson,A.D., Eric,S.J., Volker,T., Andrew,D.D.",22412934,United Kingdom,,,2003-04-16,"SARS coronavirus HKU-39849 isolate UOB, complete genome",Severe acute respiratory syndrome-related coronavirus
JN129834,2011-10-17T00:00:00Z,Betacoronavirus 1,Coronaviridae,30710,complete,"Lau,S.K., Lee,P., Tsang,A.K., Yip,C.C., Tse,H., Lee,R.A., So,L.Y., Lau,Y.L., Chan,K.H., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Tsang,A.K.L., Yip,C.C.Y., So,L.-Y., Lau,Y.-L., Chan,K.-H., Woo,P.C.Y., Yuen,K.-Y.",21849456,China: Hong Kong,Homo sapiens,,2004-11,"Human coronavirus OC43 strain HK04-01, complete genome",Betacoronavirus 1
JN129835,2011-10-17T00:00:00Z,Betacoronavirus 1,Coronaviridae,30722,complete,"Lau,S.K., Lee,P., Tsang,A.K., Yip,C.C., Tse,H., Lee,R.A., So,L.Y., Lau,Y.L., Chan,K.H., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Tsang,A.K.L., Yip,C.C.Y., So,L.-Y., Lau,Y.-L., Chan,K.-H., Woo,P.C.Y., Yuen,K.-Y.",21849456,China: Hong Kong,Homo sapiens,,2004-11,"Human coronavirus OC43 strain HK04-02, complete genome",Betacoronavirus 1
HQ890526,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-10-08,"SARS coronavirus MA15 ExoN1 isolate d2ym1, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890527,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-10-08,"SARS coronavirus MA15 ExoN1 isolate d2ym2, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890528,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-10-08,"SARS coronavirus MA15 ExoN1 isolate d2ym3, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890529,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-10-08,"SARS coronavirus MA15 ExoN1 isolate d2ym4, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890530,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-10-08,"SARS coronavirus MA15 ExoN1 isolate d2ym5, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890531,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29645,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-10-10,"SARS coronavirus MA15 ExoN1 isolate d4ym1, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890532,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29645,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-10-10,"SARS coronavirus MA15 ExoN1 isolate d4ym2, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890533,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-10-10,"SARS coronavirus MA15 ExoN1 isolate d4ym3, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890534,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-09-17,"SARS coronavirus MA15 ExoN1 isolate d2om1, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890535,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-09-17,"SARS coronavirus MA15 ExoN1 isolate d2om2, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890536,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-09-17,"SARS coronavirus MA15 ExoN1 isolate d2om3, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890537,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-09-17,"SARS coronavirus MA15 ExoN1 isolate d2om4, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890538,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-09-17,"SARS coronavirus MA15 ExoN1 isolate d2om5, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890539,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-09-18,"SARS coronavirus MA15 ExoN1 isolate d3om1, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890540,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-09-18,"SARS coronavirus MA15 ExoN1 isolate d3om2, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890541,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-10-08,"SARS coronavirus MA15 isolate d2ym1, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890542,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-09-17,"SARS coronavirus MA15 isolate d2om1, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890543,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-09-17,"SARS coronavirus MA15 isolate d2om2, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890544,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-09-17,"SARS coronavirus MA15 isolate d2om3, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890545,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-09-17,"SARS coronavirus MA15 isolate d2om4, complete genome",Severe acute respiratory syndrome-related coronavirus
HQ890546,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-09-17,"SARS coronavirus MA15 isolate d2om5, complete genome",Severe acute respiratory syndrome-related coronavirus
JF292902,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-10-10,"SARS coronavirus MA15 ExoN1 isolate d4ym4, complete genome",Severe acute respiratory syndrome-related coronavirus
JF292903,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29645,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-10-10,"SARS coronavirus MA15 ExoN1 isolate d4ym5, complete genome",Severe acute respiratory syndrome-related coronavirus
JF292904,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29645,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-09-18,"SARS coronavirus MA15 ExoN1 isolate d3om3, complete genome",Severe acute respiratory syndrome-related coronavirus
JF292905,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-09-18,"SARS coronavirus MA15 ExoN1 isolate d3om4, complete genome",Severe acute respiratory syndrome-related coronavirus
JF292906,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-09-18,"SARS coronavirus MA15 ExoN1 isolate d3om5, complete genome",Severe acute respiratory syndrome-related coronavirus
JF292907,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-08-10,"SARS coronavirus MA15 isolate d2ym2, complete genome",Severe acute respiratory syndrome-related coronavirus
JF292908,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29646,complete,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.",,"USA: Nashville, TN",Mus musculus,,2008-08-10,"SARS coronavirus MA15 isolate d2ym3, complete genome",Severe acute respiratory syndrome-related coronavirus
