Accession,Release_Date,Species,Family,Length,Nuc_Completeness,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,Collection_Date_code,GenBank_Title,Species_code
DQ084199,2005-09-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29687,complete,"Lau,S.K., Woo,P.C., Li,K.S., Huang,Y., Tsoi,H.W., Wong,B.H., Wong,S.S., Leung,S.Y., Chan,K.H., Yuen,K.Y., Lau,S.K.P., Woo,P.C.Y., Li,K.S.M.",16169905,,,,,,"bat SARS coronavirus HKU3-2, complete genome",Severe acute respiratory syndrome-related coronavirus
DQ084200,2005-09-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29711,complete,"Lau,S.K., Woo,P.C., Li,K.S., Huang,Y., Tsoi,H.W., Wong,B.H., Wong,S.S., Leung,S.Y., Chan,K.H., Yuen,K.Y., Lau,S.K.P., Woo,P.C.Y., Li,K.S.M.",16169905,,,,,,"bat SARS coronavirus HKU3-3, complete genome",Severe acute respiratory syndrome-related coronavirus
AY572034,2005-08-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29540,complete,"Wang,M., Yan,M., Xu,H., Liang,W., Kan,B., Zheng,B., Chen,H., Zheng,H., Xu,Y., Zhang,E., Wang,H., Ye,J., Li,G., Li,M., Cui,Z., Liu,Y.F., Guo,R.T., Liu,X.N., Zhan,L.H., Zhou,D.H., Zhao,A., Hai,R., Yu,D., Guan,Y., Xu,J.",16485471,China: Southern China,Viverridae,feces,,,"SARS coronavirus civet007, complete genome",Severe acute respiratory syndrome-related coronavirus
AY572035,2005-08-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29518,complete,"Wang,M., Yan,M., Xu,H., Liang,W., Kan,B., Zheng,B., Chen,H., Zheng,H., Xu,Y., Zhang,E., Wang,H., Ye,J., Li,G., Li,M., Cui,Z., Liu,Y.F., Guo,R.T., Liu,X.N., Zhan,L.H., Zhou,D.H., Zhao,A., Hai,R., Yu,D., Guan,Y., Xu,J.",16485471,China: Southern China,Viverridae,feces,,,"SARS coronavirus civet010, complete genome",Severe acute respiratory syndrome-related coronavirus
AY572038,2005-08-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29683,complete,"Wang,M., Yan,M., Xu,H., Liang,W., Kan,B., Zheng,B., Chen,H., Zheng,H., Xu,Y., Zhang,E., Wang,H., Ye,J., Li,G., Li,M., Cui,Z., Liu,Y.F., Guo,R.T., Liu,X.N., Zhan,L.H., Zhou,D.H., Zhao,A., Hai,R., Yu,D., Guan,Y., Xu,J.",16485471,China: Southern China,Viverridae,feces,,,"SARS coronavirus civet020, complete genome",Severe acute respiratory syndrome-related coronavirus
AY686863,2005-07-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29499,complete,"Kan,B., Wang,M., Jing,H., Xu,H., Jiang,X., Yan,M., Liang,W., Zheng,H., Wan,K., Liu,Q., Cui,B., Xu,Y., Zhang,E., Wang,H., Ye,J., Li,G., Li,M., Cui,Z., Qi,X., Chen,K., Du,L., Gao,K., Zhao,Y.T., Zou,X.Z., Feng,Y.J., Gao,Y.F., Hai,R., Yu,D., Guan,Y., Xu,J.",16140765,,Paradoxurus hermaphroditus,,,,"SARS coronavirus A022, complete genome",Severe acute respiratory syndrome-related coronavirus
AY686864,2005-07-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29525,complete,"Xu,J., Kan,B., Yan,M., Xu,Y.",,,Paradoxurus hermaphroditus,,,,"SARS coronavirus B039, complete genome",Severe acute respiratory syndrome-related coronavirus
CS079026,2005-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29751,partial,"Herold,J.",,,,,,,Sequence 14 from Patent WO2005035556,Severe acute respiratory syndrome-related coronavirus
CS079027,2005-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29727,partial,"Herold,J.",,,,,,,Sequence 15 from Patent WO2005035556,Severe acute respiratory syndrome-related coronavirus
CS079028,2005-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29742,partial,"Herold,J.",,,,,,,Sequence 16 from Patent WO2005035556,Severe acute respiratory syndrome-related coronavirus
CS079029,2005-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29736,partial,"Herold,J.",,,,,,,Sequence 17 from Patent WO2005035556,Severe acute respiratory syndrome-related coronavirus
AY545914,2005-03-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29723,complete,"Guan,Y.",,China: Shenzhen,,,,,"SARS coronavirus isolate HC/SZ/79/03, complete genome",Severe acute respiratory syndrome-related coronavirus
AY545915,2005-03-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29714,complete,"Guan,Y.",,China,,,,,"SARS coronavirus isolate HC/SZ/DM1/03, complete genome",Severe acute respiratory syndrome-related coronavirus
AY545916,2005-03-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29721,complete,"Guan,Y.",,China,,,,,"SARS coronavirus isolate HC/SZ/266/03, complete genome",Severe acute respiratory syndrome-related coronavirus
AY545917,2005-03-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29739,complete,"Guan,Y.",,China,,,,,"SARS coronavirus isolate HC/GZ/81/03, complete genome",Severe acute respiratory syndrome-related coronavirus
AY545918,2005-03-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29737,complete,"Guan,Y.",,China,,,,,"SARS coronavirus isolate HC/GZ/32/03, complete genome",Severe acute respiratory syndrome-related coronavirus
AY545919,2005-03-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29739,complete,"Guan,Y.",,China,,,,,"SARS coronavirus isolate CFB/SZ/94/03, complete genome",Severe acute respiratory syndrome-related coronavirus
AY772062,2005-03-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29461,complete,"Lu,B., Tao,L., Wang,T., Zheng,Z., Li,B., Chen,Z., Huang,Y., Hu,Q., Wang,H., Wang,S., Yang,J., Deng,F., Zheng,H., Zhu,G., Wang,M., Zhao,G., Hu,Z.",18987164,,,,,,"SARS coronavirus WH20, complete genome",Severe acute respiratory syndrome-related coronavirus
AY568539,2005-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29730,complete,"Song,H.D., Tu,C.C., Zhang,G.W., Wang,S.Y., Zheng,K., Lei,L.C., Chen,Q.X., Gao,Y.W., Zhou,H.Q., Xiang,H., Zheng,H.J., Chern,S.W., Cheng,F., Pan,C.M., Xuan,H., Chen,S.J., Luo,H.M., Zhou,D.H., Liu,Y.F., He,J.F., Qin,P.Z., Li,L.H., Ren,Y.Q., Liang,W.J., Yu,Y.D., Anderson,L., Wang,M., Xu,R.H., Wu,X.W., Zheng,H.Y., Chen,J.D., Liang,G., Gao,Y., Liao,M., Fang,L., Jiang,L.Y., Li,H., Chen,F., Di,B., He,L.J., Lin,J.Y., Tong,S., Kong,X., Du,L., Hao,P., Tang,H., Bernini,A., Yu,X.J., Spiga,O., Guo,Z.M., Pan,H.Y., He,W.Z., Manuguerra,J.C., Fontanet,A., Danchin,A., Niccolai,N., Li,Y.X., Wu,C.I., Zhao,G.P.",15695582,"China: December 22, 2003",,oronasopharynx,,,"SARS coronavirus GZ0401, complete genome",Severe acute respiratory syndrome-related coronavirus
AY613947,2005-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29730,complete,"Song,H.D., Tu,C.C., Zhang,G.W., Wang,S.Y., Zheng,K., Lei,L.C., Chen,Q.X., Gao,Y.W., Zhou,H.Q., Xiang,H., Zheng,H.J., Chern,S.W., Cheng,F., Pan,C.M., Xuan,H., Chen,S.J., Luo,H.M., Zhou,D.H., Liu,Y.F., He,J.F., Qin,P.Z., Li,L.H., Ren,Y.Q., Liang,W.J., Yu,Y.D., Anderson,L., Wang,M., Xu,R.H., Wu,X.W., Zheng,H.Y., Chen,J.D., Liang,G., Gao,Y., Liao,M., Fang,L., Jiang,L.Y., Li,H., Chen,F., Di,B., He,L.J., Lin,J.Y., Tong,S., Kong,X., Du,L., Hao,P., Tang,H., Bernini,A., Yu,X.J., Spiga,O., Guo,Z.M., Pan,H.Y., He,W.Z., Manuguerra,J.C., Fontanet,A., Danchin,A., Niccolai,N., Li,Y.X., Wu,C.I., Zhao,G.P.",15695582,China,,,,,"SARS coronavirus GZ0402, complete genome",Severe acute respiratory syndrome-related coronavirus
AY613948,2005-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29730,complete,"Song,H.D., Tu,C.C., Zhang,G.W., Wang,S.Y., Zheng,K., Lei,L.C., Chen,Q.X., Gao,Y.W., Zhou,H.Q., Xiang,H., Zheng,H.J., Chern,S.W., Cheng,F., Pan,C.M., Xuan,H., Chen,S.J., Luo,H.M., Zhou,D.H., Liu,Y.F., He,J.F., Qin,P.Z., Li,L.H., Ren,Y.Q., Liang,W.J., Yu,Y.D., Anderson,L., Wang,M., Xu,R.H., Wu,X.W., Zheng,H.Y., Chen,J.D., Liang,G., Gao,Y., Liao,M., Fang,L., Jiang,L.Y., Li,H., Chen,F., Di,B., He,L.J., Lin,J.Y., Tong,S., Kong,X., Du,L., Hao,P., Tang,H., Bernini,A., Yu,X.J., Spiga,O., Guo,Z.M., Pan,H.Y., He,W.Z., Manuguerra,J.C., Fontanet,A., Danchin,A., Niccolai,N., Li,Y.X., Wu,C.I., Zhao,G.P.",15695582,China,Paradoxurus hermaphroditus,,,,"SARS coronavirus PC4-13, complete genome",Severe acute respiratory syndrome-related coronavirus
AY613949,2005-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29730,complete,"Song,H.D., Tu,C.C., Zhang,G.W., Wang,S.Y., Zheng,K., Lei,L.C., Chen,Q.X., Gao,Y.W., Zhou,H.Q., Xiang,H., Zheng,H.J., Chern,S.W., Cheng,F., Pan,C.M., Xuan,H., Chen,S.J., Luo,H.M., Zhou,D.H., Liu,Y.F., He,J.F., Qin,P.Z., Li,L.H., Ren,Y.Q., Liang,W.J., Yu,Y.D., Anderson,L., Wang,M., Xu,R.H., Wu,X.W., Zheng,H.Y., Chen,J.D., Liang,G., Gao,Y., Liao,M., Fang,L., Jiang,L.Y., Li,H., Chen,F., Di,B., He,L.J., Lin,J.Y., Tong,S., Kong,X., Du,L., Hao,P., Tang,H., Bernini,A., Yu,X.J., Spiga,O., Guo,Z.M., Pan,H.Y., He,W.Z., Manuguerra,J.C., Fontanet,A., Danchin,A., Niccolai,N., Li,Y.X., Wu,C.I., Zhao,G.P.",15695582,China,Paradoxurus hermaphroditus,,,,"SARS coronavirus PC4-136, complete genome",Severe acute respiratory syndrome-related coronavirus
AY613950,2005-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29728,complete,"Song,H.D., Tu,C.C., Zhang,G.W., Wang,S.Y., Zheng,K., Lei,L.C., Chen,Q.X., Gao,Y.W., Zhou,H.Q., Xiang,H., Zheng,H.J., Chern,S.W., Cheng,F., Pan,C.M., Xuan,H., Chen,S.J., Luo,H.M., Zhou,D.H., Liu,Y.F., He,J.F., Qin,P.Z., Li,L.H., Ren,Y.Q., Liang,W.J., Yu,Y.D., Anderson,L., Wang,M., Xu,R.H., Wu,X.W., Zheng,H.Y., Chen,J.D., Liang,G., Gao,Y., Liao,M., Fang,L., Jiang,L.Y., Li,H., Chen,F., Di,B., He,L.J., Lin,J.Y., Tong,S., Kong,X., Du,L., Hao,P., Tang,H., Bernini,A., Yu,X.J., Spiga,O., Guo,Z.M., Pan,H.Y., He,W.Z., Manuguerra,J.C., Fontanet,A., Danchin,A., Niccolai,N., Li,Y.X., Wu,C.I., Zhao,G.P.",15695582,China,Paradoxurus hermaphroditus,,,,"SARS coronavirus PC4-227, complete genome",Severe acute respiratory syndrome-related coronavirus
AY515512,2005-01-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29731,complete,"Yi,G.",,China,Paguma larvata,,,,"SARS coronavirus HC/SZ/61/03, complete genome",Severe acute respiratory syndrome-related coronavirus
CQ918584,2004-11-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29736,partial,"Plummer,F., Feldmann,H., Jones,S., Li,Y., Bastien,N., Brunham,R., Brooks-Wilson,A., Holt,R., Upton,C., Roper,R., Astell,C.",,,,,,,Sequence 1 from Patent WO2004096842,Severe acute respiratory syndrome-related coronavirus
CQ918585,2004-11-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29736,partial,"Plummer,F., Feldmann,H., Jones,S., Li,Y., Bastien,N., Brunham,R., Brooks-Wilson,A., Holt,R., Upton,C., Roper,R., Astell,C.",,,,,,,Sequence 2 from Patent WO2004096842,Severe acute respiratory syndrome-related coronavirus
CQ918598,2004-11-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29751,partial,"Plummer,F., Feldmann,H., Jones,S., Li,Y., Bastien,N., Brunham,R., Brooks-Wilson,A., Holt,R., Upton,C., Roper,R., Astell,C.",,,,,,,Sequence 15 from Patent WO2004096842,Severe acute respiratory syndrome-related coronavirus
AY714217,2004-09-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29727,complete,"Liu,X., Frace,M., Rota,P.A., Matsuoka,Y., Comer,A., Ksiazek,T., Rollin,P., Cox,N., Bellini,W., Anderson,L., Suliamen,I.",,USA,,oronasopharynx,,,"SARS Coronavirus CDC#200301157, complete genome",Severe acute respiratory syndrome-related coronavirus
AY654624,2004-07-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29745,complete,"Chen,W., Yan,M., Yang,L., Ding,B., He,B., Wang,Y., Liu,X., Liu,C., Zhu,H., You,B., Huang,S., Zhang,J., Mu,F., Xiang,Z., Feng,X., Wen,J., Fang,J., Yu,J., Yang,H., Wang,J., Liu,M.",15757562,,,,,,"SARS coronavirus TJF, complete genome",Severe acute respiratory syndrome-related coronavirus
AY595412,2004-06-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29716,complete,"Li,J., Wei,W., Xiao,W., Wang,M., Wang,J., Zhao,J., Sun,Z., Pei,Y., Chen,Y.",,,,,,,"SARS coronavirus LLJ-2004, complete genome",Severe acute respiratory syndrome-related coronavirus
AY559081,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29716,complete,"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A.",15347429,Singapore,,,,,"SARS coronavirus Sin842, complete genome",Severe acute respiratory syndrome-related coronavirus
AY559082,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29670,complete,"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A.",15347429,Singapore,,,,,"SARS coronavirus Sin852, complete genome",Severe acute respiratory syndrome-related coronavirus
AY559083,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29767,complete,"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A.",15347429,Singapore,,,,,"SARS coronavirus Sin3408, complete genome",Severe acute respiratory syndrome-related coronavirus
AY559084,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29722,complete,"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A.",15347429,Singapore,,,,,"SARS coronavirus Sin3765V, complete genome",Severe acute respiratory syndrome-related coronavirus
AY559085,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29713,complete,"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A.",15347429,Singapore,,,,,"SARS coronavirus Sin848, complete genome",Severe acute respiratory syndrome-related coronavirus
AY559086,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29661,complete,"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A.",15347429,Singapore,,,,,"SARS coronavirus Sin849, complete genome",Severe acute respiratory syndrome-related coronavirus
AY559087,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29716,complete,"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A.",15347429,Singapore,,,,,"SARS coronavirus Sin3725V, complete genome",Severe acute respiratory syndrome-related coronavirus
AY559088,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29714,complete,"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A.",15347429,Singapore,,,,,"SARS coronavirus SinP1, complete genome",Severe acute respiratory syndrome-related coronavirus
AY559089,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29717,complete,"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A.",15347429,Singapore,,,,,"SARS coronavirus SinP2, complete genome",Severe acute respiratory syndrome-related coronavirus
AY559090,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29725,complete,"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A.",15347429,Singapore,,,,,"SARS coronavirus SinP3, complete genome",Severe acute respiratory syndrome-related coronavirus
AY559091,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29710,complete,"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A.",15347429,Singapore,,,,,"SARS coronavirus SinP4, complete genome",Severe acute respiratory syndrome-related coronavirus
AY559092,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29713,complete,"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A.",15347429,Singapore,,,,,"SARS coronavirus SinP5, complete genome",Severe acute respiratory syndrome-related coronavirus
AY559093,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29712,complete,"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A.",15347429,Singapore,,,,,"SARS coronavirus Sin845, complete genome",Severe acute respiratory syndrome-related coronavirus
AY559094,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29577,complete,"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A.",15347429,Singapore,,,,,"SARS coronavirus Sin846, complete genome",Severe acute respiratory syndrome-related coronavirus
AY559095,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29719,complete,"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A.",15347429,Singapore,,,,,"SARS coronavirus Sin847, complete genome",Severe acute respiratory syndrome-related coronavirus
AY559096,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29720,complete,"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A.",15347429,Singapore,,,,,"SARS coronavirus Sin850, complete genome",Severe acute respiratory syndrome-related coronavirus
AY559097,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29715,complete,"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A.",15347429,Singapore,,,,,"SARS coronavirus Sin3408L, complete genome",Severe acute respiratory syndrome-related coronavirus
AH013708,2004-03-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,25965,partial,"Lim,P.L., Kurup,A., Gopalakrishna,G., Chan,K.P., Wong,C.W., Ng,L.C., Se-Thoe,S.Y., Oon,L., Bai,X., Stanton,L.W., Ruan,Y., Miller,L.D., Vega,V.B., James,L., Ooi,P.L., Kai,C.S., Olsen,S.J., Ang,B., Leo,Y.S., Wei,C.L., Lee,C., Lin,S., Thoreau,H.",,Singapore,,,,,"SARS coronavirus Sin0409, partial sequence",Severe acute respiratory syndrome-related coronavirus
AH013709,2004-03-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,27358,partial,"Lim,P.L., Kurup,A., Gopalakrishna,G., Chan,K.P., Wong,C.W., Ng,L.C., Se-Thoe,S.Y., Oon,L., Bai,X., Stanton,L.W., Ruan,Y., Miller,L.D., Vega,V.B., James,L., Ooi,P.L., Kai,C.S., Olsen,S.J., Ang,B., Leo,Y.S., Wei,C.L., Lee,C., Lin,S., Thoreau,H.",,Singapore,,,,,"SARS coronavirus Sin_WNV, partial sequence",Severe acute respiratory syndrome-related coronavirus
AY390556,2004-01-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29760,complete,"Zhou,X., Hou,J., He,M., Ding,Y., Wang,Z., Li,J., Liu,Z., Ma,S., Zhang,K., Pan,W., Zhang,J., He,J., Wang,Y., Xu,Y., Wang,X.",,China: Guangzhou,,,,,"SARS coronavirus GZ02, complete genome",Severe acute respiratory syndrome-related coronavirus
AY394977,2004-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29433,partial,,,,,,,,"SARS coronavirus GZ-A, partial genome",Severe acute respiratory syndrome-related coronavirus
